count,Headers,
15,HEAT TREATING,
15,HOUSE FURNISHING Goons- RETAIL,
15,Yarns-Mirs & Wholesale ',
15,FIRE PROTECTION SERVICE,
15,AUTOMOBILE WASHING AND POLISHING,
15,NORTH PROVIDENCE,
15,Title Guarantee Companies,
15,Ladies Tailors  ,
15,BUILDERS,
15,Diamonds & Precious Stones,
15,,
15,Textile Mirs-Woolen Worsted Goods,
15,COMLMUNITY CENTERS,
15,ARTISTS ,
15,,
15,OPTICAL GOODS-MANUFACTUR-\nERS,
15,JITSU INSTRUCTION,
15,BUFFING AND POLISHING,
15,Polish Mfrs,
15,Jewelry Solderers INSIGNIA SPE CIALISTS,
15,GLASS DEALERS- WINDOW AND PLATE,
15,PER I OD I CALS,
15,LAND COMPANIES ,
15,ATTORNEYS-AT- LAW,
15,Polish Manufacturers,
15,HYGIENE LABORATORY,
15,PHONOGRAPHS and RECORDS- DEALERS,
15,Contractors-Paving  Contractors-Plastering,
15,Starch Manufacturers,
15,RADIO BROADCASTING STATIONS,
15,OPTICIANS -RETAIL,
15,Household Appliances,
15,ICE CREAM MANUFAC TURERS,
15,Department Stores 5c to 51.00,
15,,
15,RADIO AND TELEVISION SETS-SALES AND SERVICE,
15,TELEX,
15,Goal Dealers-Wholesale,
15,TIRE DEALERS AND REPAIRING,
15,MACHINE RY DEALERS,
15,"Carpets, Rugs & Floor Coverings -Wholesale",
15,FIRE ALARM SYSTEMS,
15,jewelERS-WHOLESALEAND IMPORTING,
15,E,
15,CONTRACTORS- INSULATING,
15,Sanitariums,
15,Textile MIrs-Woolen Worsted Goods,
15,jewelry BURNISKERS,
15,Dental Supplies & Equipment,
15,Chemicals-Mirs,
15,,
15,GENERAL MERCHANDISE RETAIL,
15,jewelERS-WHOLESALEAND IMPORTING,
15,RADIO and TELEVISION REPAIRING,
15,Stone & Pearl Setters ,
15,FOREIGN EXCHANGE AND PASSAGE AGENTS,
15,,
15,THEATRE,
15,BOOKS-RETAIL,
15,Organizations-Patriotic,
15,Weavers & Re-Weavers-Garment,
15,Ladies' Tailors ,
15,SCREW HACEINE PRODUCTS,
15,BANDS AND ORCHESTRAS,
15,DELICATESEN-RETAIL,
15,Fruit Dealers-Wholesale and Brokers,
15,ELECTRICAL EQUIPMENT AND SUPPLIES-DEALERS,
15,CHURCH GOODS,
14,Confectioners-Mfg,
14,Mortgage Title Insurance,
14,COTTON DEALERS,
14,Paper Box Mfrs ,
14,TEMPERATURE CONTROL SYSTEMS,
14,Furniture Mfrs,
14,Chemicals-Retail & Wholesale,
14,Radiator Repairers-Automoblle,
14,Adjusters,
14,,
14,SCREW MACHINE PRODUCTS,
14,BOTTLERS- CARBONATED BEVERAGES,
14,Engineers-civil,
14,Musical Instrument Dealers  ,
14,Yarns-Mirs,
14,Mortgages-Real Estate,
14,AUCTIONEERS,
14,Savings & Loan Associations,
14,,
14,Typewritlng Machines-Dealers,
14,Corsetieres,
14,ENGINEERS-MANAGEMENT,
14,ENGRAVERS-JEWELRY,
14,STAMPING WORKS AND DIE,
14,Goal DeaI-Wholesale,
14,RADIO AND TELEVISION BROADCASTING COMPANIES AND STATIONS,
14,DANCING SCHOOLS AND TEACHERS,
14,Automobiles,
14,LANDSCAPE ARCHITECTS,
14,Automobile Dealers-Commercial Cars & Trucks,
14,,
14,Engravers-Jewelry,
14,BUILDING MAINTENANCE,
14,TEXTILE MFRS,
14,AUTOMOBILE DRIVING INSTRUCTION,
14,LIQUOR and WINES-WHOLESALE,
14,Flour Dealers-Wholesale & Brokers,
14,AUTOMOBILE ACCESSORIES and PARTS -WHOLESALE and JOBBERS,
14,ENGINEERS-OONSULTING,
14,FUEL AND RANGE OIL,
14,MANUFACTURERS REPRHENTATIV ,
14,ASSOCIATES,
14,MATERIAL HANDLING EQUIPMENT,
14,SEWER CLEANERS,
14,ARTISTS,
14,Engineers-Civil,
14,Clothing Dealers-Second Hand,
14,"Coal , Dealers-Wholesale",
14,Millitary Goods-Wholesale,
14,Loans-Collateral & Salary ,
14,Battery Dealers and Service,
14,,
14,Theatres,
14,TELEGRAPH COMPANY,
14,ORGANIZATIONS- WELFARE AND RELIEF,
14,Shoe Dealers-Wholesale & Jobbers,
14,Stoves & Ranges-Retall,
14,Loans-Collateral & Salary ,
14,Bedding Mfrs,
14,Plastic Products-Mfrs,
14,Worsted & Merino Goods-Mirs,
14,Ring Travelers,
14,ENGRAVERS- jewelry,
14,PRINTERS,
14,CASTING MFRS,
14,Loans,
14,TRIMMINGS,
14,GENERAL MERCHANDISE -RETAIL,
14,Electrotypers & Stereotypers,
14,MAIL ORDER HOUSES,
14,MUSIC AND MUSICAL INSTRUMENTS-DEALERS,
14,Iron & Steel Dealers,
14,Builders,
14,Dairies,
14,Stathners-Retail ,
14,EMPLOYMENT AGENCIES,
14,Machinists,
14,WINDOW CLEANERS,
14,Stationers-Mig ,
14,-Chemicals--Retail & Wholesale,
14,Homes and Asylum,
14,Elevator Mfrs,
14,SAFE DEPOSIT VAULTS,
14,Artist,
14,"Pounders-Brass, Bronze, Aluminum ",
14,,
14,Hardware Dealers-Wholesale & Jobbers,
14,Advertising Novelties,
14,LIQUOR DEALERS-WHOLESALE,
14,,
14,HEALTH CARE SERVICE,
14,OILS AND LUBRICANTS- DEALERS,
14,Food Products-Mirs,
14,Stove Repairs,
14,AIR LINE COMPANIES,
14,ELECTRICAL EQUIPMENT AND SUPPLIES- DEALERS,
14,Exterminators-Bug & Vermin,
14,TIRE DEALERS AND REPAIRING,
14,LOANS-COLLATERAL AND SALARY,
14,Weather Strip Mfrs,
14,METAL STAMPING ,
14,Advertising Counsel & Service,
14,Miry Agents,
14,BOOKS- RETAIL,
14,Opticians-Wholesale,
14,Asphalt Paving Cement,
14,NOTARIES PUBLIC,
14,Courtland,
14,Business Machines,
14,Asbestos Goods and Materials,
14,BEER DISTRIBUTORS,
14,Stencils & Stamps,
14,Textile MIrs-Woolen & Worsted,
14,FINANCIAL AGENTS,
14,fire Insurance,
14,BUS and COACH LINES,
14,Paper Products Mfrs,
14,Clothing Dealer - Second Hand,
14,ENGINEERS- CONSULTING,
14,MEDICINES,
14,Charcoal,
14,OPTICIANS -RETAIL,
14,GROCER- AND MEATS-REI'AIL ,
14,House Furnishing Goods-Reftail,
14,Silverware,
14,Sporting Goods-Wholesale,
14,Trucks,
14,DIAMONDS AND PRECIOUS STONES,
14,DRY GOODS-WHOL,
13,Typesetting-Machine Composition,
13,Dyers & Cleaners  Dyestuffs,
13,Stationers-Mig ,
13,LUGGAGE-DEALERS AND REPAIRERS,
13,Wall P-aper-Retail,
13,Embalmers,
13,DELICAT ESSEN- RETAIL,
13,MACHINERY , MFRS
13,Mausoleums,
13,BROKERS-CUSTOM HOUSE,
13,DELICAT ESSEN- RETAIL,
13,Insurance Companies-Automobile,
13,Life Insurance Companies,
13,REAL ESTATE- METRO PROPERTIES,
13,Monumental Works,
13,VENETIAN BLINDS-DEALERS,
13,LABORATORIES,
13,Livery & Boarding Stables,
13,SPRING MANUFACTURERS,
13,YARNS- MANUFACTUR ms ',
13,COAL DEALERS-WHOLESALE,
13,Monumental Works,
13,Insurance-Marine,
13,CHEMICALS-rMANUFACTURERS,
13,LOANS-COLLATERAL AND SALARY,
13,Clock Mfrs,
13,TOOL MFRS AND DISTRIBUTORS ,
13,POLISHING,
13,SIGN PAINTERS  AND MFRS,
13,TRUCKS- LEASING,
13,RUBBER STAMPS AND SEALS,
13,Shipsmiths  Shirt Mfrs,
13,HARDWARE-RE'I'AIL,
13,N ewspapers ,
13,Brokers-Merchandise,
13,Engineers-Consulting,
13,RETAIL,
13,Insurance iGompanies-Liability,
13,Textile M1rs--Yar,
13,Bakers-WhOIesale,
13,SLIPPER MANUFACTURERS,
13,POULTRY DEALERSU-RETAIL,
13,Ice Cream Dealers,
13,Furniture Loans,
13,Contractors-Sewer and Drai,
13,BUFFING AND POLISHING,
13,Disinfectant Mfrs,
13,Stationers-Mtg ,
13,Steel Fabricators,
13,Refrigerators-Sales and Service,
13,Model Makers  Monumental Works,
13,Ladies Tailors ,
13,Insurance Companies-Jdabilitv,
13,Fire Insurahce,
13,BROKERS-STOCKS and BONDS ,
13,Enamelers ,
13,PA PER STOCK,
13,Insulation-Rock Wool,
13,SMELTERS AND REFINERS,
13,Installment Goods,
13,Purniture Loans,
13,Bowling Alleys ,
13,Stationers-Retall ,
13,NURSERYMEN,
13,Bodksellers,
13,Nut Dealers and Importers,
13,0verhead Doors,
13,Bakers-Wholwale,
13,SCALE MANUFACTURERS,
13,Newspapers,
13,SILVERSMITH OF AMERICA INC,
13,JEWELRYMFRS,
13,Real Estate Owners & Dealers,
13,Hostery-Retail,
13,BRANCH OFFICES,
13,Insurance Gompanles-Casualty,
13,Automatic Sprinkler Systems,
13,Theatres),
13,ICE CREAM and FROZEN DESSERTS-DEALERS,
13,TELEVISION EQUIPMENT-SALES and SERVICE,
13,DEPARTMENT STORES- W to,
13,OIL COMPANIES,
13,DRY GOODS-RETAIL- ,
13,LIBRARY FLANAGAN CAMPUS,
13,,
13,CIGAR MANUFACTURERS,
13,Sugar Refiners,
13,- Fowl Products Mirs-ePrepared,
13,FLORISTS-WHOLESALE,
13,Weavers & Reweavers Garment,
13,PORTERS AND WHOLESALE,
13,FUNERAL DIRECTORS' SUPPLIES,
13,Buildlng Maintenance Specialties,
13,Insurance Companies-Liability,
13,COMPUTERS-SOFTWARE AND SERVICES,
13,AUTOMOBILE ACCESSORIES AND PARTS-MFRS,
13,Stenographers-Public,
13,Homes & Asylums,
13,Cigar Mfrs,
13,Insurance Companies-Burial,
13,,
13,Insurance Companies-Liability,
13,HOUSEHOLD APPLIANCES-DEALERS,
13,KITCHEN CABINETS,
13,Scale Repairing & Testing,
13,ALUMINUM PRODUCTS DEALERS,
13,LAUNDRIES,
13,,
13,BUREAU,
13,PARKS AND PLAYGROUNDS,
13,Engineers-Civil,
13,TEXTILE MANUFACTURERS,
13,Insurance Companies-Liabillty,
13,NURSERY,
13,Tag Mfrs,
13,Insurance Companies- Casualty,
13,PAPER DEALERS- PRINT- WHOLESALE ,
13,Engineers-Chemical,
13,Motorcycle Dealers,
13,Bottle Dealers,
13,Credlt Jewelers,
13,,
13,HUCKSTERS,
13,DEPARTMENT STORES,
13,HOUSE FURNISHING GOODS- WHOLESALE,
13,VENDING HACHINIB,
13,SALES PROMOTION SERVICE,
13,AUTOMOBILE INSURANCE,
13,Diamonds & Precious Stdnes ,
13,"Sash, Windows, Doors & Trim- Dealers ",
13,CONTRACTORS-ROOFING,
13,Excavating Contractors,
13,GROCERIES AND MEATS RETAIL,
13,Textile MIrs-Yar,
13,DELIVERY SERVICE,
12,Glass Dealers-Stained & Leaded,
12,FURNITURE DEALERS-USED,
12,Loans-Mortgage,
12,PAPER DEALERS-WRAPPING- WHOLESALE,
12,National Banks,
12,IRON and STEEL WORK,
12,Post Office,
12,CONTRACTOR SHEET METAL,
12,Solder and Soldering Fluxes,
12,Contractor Concrete,
12,OFFICE SUPPLIES AND EQUIPMENT,
12,HEARiNG AIDS,
12,GENERAL MERCHANDISE-USED,
