count,Headers,
1,"0ement Building Blocks  Cement, Cement Paint '& Cement Pipe",
1,Casket MIrs-Burial ',
1,1' HOSPITAL EQUIPMENT and SUPPLIES,
1,LOCKSMITHS,
1,OILS-FUEL PETROLEUM HEAT & POWER CO OF,
1,Men's Furnishings-Wholesale,
1,Concrete Pipe-Mirs,
1,OIL CO,
1,PLYWOOD MFRS AND DISTRIBUTORS,
1,BAKERS1 SUPPLIES AND EQUIPMENT,
1, Contractors-General,
1,-Dumb Walters,
1,M1rrors,
1,Lamns,
1,kWharveuss  Wheel Chairs & Hospital Beds,
1,Aluminum Wzare-Mfrs,
1,Addressing-Mall,
1,Exchang es-Mercantile  Exeuutors,
1,MODEL MAKERS ,
1,vcarpet Cleaners &. Layers  Garpet Lining,
1,ffPump Dealers,
1,Asphalt & Concrete Pavements,
1,TRUCK AND BUS BODY ' MANUFACTURERS,
1,COMPUTER EQUIPMENT MFRS,
1,. CBEMATORIES,
1,AUTOMATIC TYPEWRITING,
1,Masons7 Supplies,
1,geside-ntial Painters,
1,Ladder Mfrs,
1,MORTGAGE LOANS- OLD STONE BANK,
1,"Bolts, Nuts and Washers-Deal- ers",
1,CONTRACTORS-ACOUBTICAL,
1, PRINTERS-DIE C UTTING,
1,Hosiery-Wholesale and Jobbers,
1,IPOTATO COMMISSION MERCHANTS,
1,Roaul Constructio,
1,Granite Quarries,
1, MARINE INSURANCE,
1,"I'ire BriCk, Fire Tile & Retrac- tory Cements",
1,G-ummed Labels,
1,GLASS DEALERS-STAINED and LEADED,
1,Provision Dealers  f'Public Convevances,
1,"Smelter-Gold, Silver and Platinum",
1,I'nr Storage,
1,CONFECTIONERS' SUPPLI' AND EQUIPMENT,
1,REFRIGERATORS AND FREEZERS-SALES AND SERVICE,
1,CONTRACTORS-CHIMNEY- INDUSTRIAL,
1,COAL DEALERS-retail,
1,Bearings-Ball-Mfrs & Dealers,
1,FUR CLEANERS and DYERS,
1,"Wall Coverings-Cloth, Sanitas, Wall-tex and Wall Canvas",
1,DIAMONDS AND PRECIOUS STONE ,
1,Electrical Supplies & Equip- ment-Dealers-Wholesale,
1,firedoors,
1,Asbestos Shingles,
1,Real Estate Beulah,
1,CIRCULAR SLITTING stcs,
1,v houn av,
1,00ntractors Machinery,
1,Feather Dealers,
1,Leather Goods-Retall ,
1,Automobile Body Repairs,
1,Iron Castings,
1,CONTRACTORS-BUILDING CLEANING,
1,Sanitarv Supplies,
1,700mm, Manufacturers
1,Engineers-c(wnsultlng,
1, FREIGHT FORWARDERS,
1,"PRINTERS' SUPPLIES AND , EQUIPMENT",
1,Oiiset and Letterpress Printers,
1, MOVE RS-LOCAL and LONG DISTANCE,
1,OIL DEALERS' EQUIPMENT,
1,"Iron Railings, Balconies, Fences &c",
1,MESSENGER SERVICE ,
1,Emblems-Religious & Fra- te-rnal,
1,Lithographers and Brief Print- ers,
1,Sphmlng Travelers,
1,LEAD BURNING AND WELD- I'NG,
1,Screens-Mfrs,
1,Ploor Coverings-Wholes'ale,
1,Bfooklet Printers,
1,lNVESTMENT ADVISORS,
1,FOR EIGN FREIGHT FORWARDERS,
1,Temperature Controls Systems- Mfrs,
1,"BOLT AND NUT MFRS AND DISTRIBUTORS ,",
1,COMPOSING MACHINES- HIGH SPEED PRINT-OUT,
1,Vulcanlte Shingles & Roll Rooting,
1,Novelties-Jewelry,
1,ADVERTISING AGENCIm,
1,Tire Dealers-Wholwale,
1,E LASTIC STOCKINGS,
1,Millwrights,
1,FENCE ERECTORS GENERAL FENCE SUPPLY COMPANY,
1,CLCTHING-WOMENS-RETAIL,
1,COMPUTER SCHOOLS,
1,Telephone Companies,
1,Postaue Stamp Collectors ,
1,"lWZ'rUTTERS and CONDUCTOR PIPE-GALVANIZED STEEL, COPPER and ALUMINUM",
1,Linens-Retail  Linotype & Monotype Gom- positimi,
1, BUS and TRUCK BATTERIES- HEAVY DUTY,
1,Steel Bars-Steel & Steel Pro- ducts,
1, BRASS MANUFAC TURERS,
1,EXTERMINATORS-BUG and VER,
1,ENGINEERS-STRUCTURAL,
1,0Hice Stationery & Supplies,
1,Storage Batteries ,
1,Tenting & Awning Mfrs  T'ermite Control,
1,Motor Scooters,
1, POTATOES-WHOLESALEAND COMMISSION,
1,Photo-Oiise't,
1,CDntractOfrs-LoadIng & Dis- charging,
1,Scientific Instrument Mfrs,
1, Dowels,
1,I Textile Mirs-Book Cloths,
1,Ciommercial Signs,
1,PHOTO-OFFSET,
1,c1od Liver Oil,
1,IwSCRAP METAL DEALERS,
1,Clothing MIIFChlldren's & Iniants',
1,"Bleaching, Dyeing & Finishing Machinery-Textlle",
1,WASHING MACHINES-DEALERS,
1,\'Excavating Gantractors,
1,f'Terminals for Electric Wires,
1,ELECTRIC LIGHT and POWER COM PANIES,
1,Insaranoe Companies-Burlal,
1,ELECTRIC MOTORS AND  GENERATORS-MFRS,
1,credlt Clothiers-Men's,
1,GAVING ACCOUNTS FIRST FEDERAL SAVINGS AND IDAN,
1,PUBLIC ACCOUNTANTS- CERTIFIED,
1,APPLIANC ES- ELEC TRIC- WHOLESALE,
1,Steamboat Lines,
1,Net and Seine Makers,
1,l' PRINTERS-OFFSET,
1,Commercial Paper,
1,WOMEN'S SPECIALTY SHOPS,
1,Movers-Housiehold Goods,
1,01ass Pins & Rings,
1,tBOILER INSTALLATIONS O'CONNOR JOHN F PLUMBING & HEATIM,
1,FIRE PROTECTION SPRINKLER SYSTEMS,
1,Jewelers--Special Order Work,
1,Tlle-Asphalt,
1,WATERPROOFING COMPOSITION,
1,CLEANING COMPOUNDS-MANU- FACTURERS,
1,-Candlcs,
1,Clothing Mfrs-Childre,
1,Loans-Repair,
1,Bug Exterminators,
1,Storage-I'urs and Garments,
1,lPAINTING CONTRACTORS,
1,Boilers,
1,BRANCHES,
1,MORGAN-GREGG BIRCH,
1,Loans-Go-Maker,
1,Druggists-Wholesale & Retail,
1,Industria1 Investigation Payroll Service,
1,Inveistments-Real Estate,
1,Mining 00's and Operators,
1,ELECTRICAL REPAIRING,
1,Children1s and Infants' Clothing-Retail,
1,etta Protective Companies of,
1,UNI RATIONB,
1,Oil Burner Supplies,
1,Steamship Agency,
1,CONTRACTORS-BUIIDING- CLEANING,
1,I'ood Products-Prepared,
1,Blue Goal,
1,TREE S URGERY,
1,1H'BrokersraPawn,
1,CHAIR RENTING,
1,Women's Suits and Coats- Retail,
1,I6OIL BURNING FURNACES,
1,Bonjds-Insurance,
1, cotton & Woolen Waste  '0rafts Materials,
1,"TRANSLATORS AND , ' INTE RPRE TERS",
1,SHIPPING OFFICES,
1,ANNUITIE8,
1,LOAN8-CON8TRUCTlON,
1,EQUIPMENT-RENTAIS,
1,LABE L MANUFACTURERS,
1,Eorseshoers ,
1,"TRUSSES, BELTS AND ELASTIC STOCKINGS",
1,zAutomobile Clubs,
1,EDUCATIONAL INSTITUTIONS,
1,"Brooms, Brushes & Mops-Mtrs",
1,Phystcians' & Sur'geons' Ex- change,
1,Lumber-Longleaf Yellow Pine,
1,Loans--I'arm,
1,WASH PK BANKS AND TRUST COMPANIES ,
1,Life Insurance Annuities,
1,EQUIPMEN T SUPPLIES,
1,EMBOSSED LABELS,
1,WE FRIGE RATORS-E LE CTRIC,
1,HOSPITAL BEDS-SOLD AND RENTED,
1,Office Purniture-Used,
1,Women2s and Missee Coats & Drwses,
1,Jewelers  Cards,
1,KENT,
1,CONCRETE PIPE-MANUFAC- TURERS,
1,Paving Contractors-Asphalt and Concrete,
1,IWGALVANIZED SHEET IRON ASH CANS AND PAILS,
1,Water Works SYstems,
1,HATCLEANERSAND BLOCKERS,
1,-'Printers-Label,
1,MOLDING MANUFACTURERS,
1,-'-'Asbestos Materials & Shingles,
1,Heatlng Systems,
1, LOANS-REAL ESTATE,
1,TELEVISION BROADCASTING STATIONS,
1, Driveways & Sidewalks -Con- structio,
1,Cordage & Twine--Dealers,
1,"Automobile Supplies Osborne Awning Co 379 S Main Costa,s Bakery 257 Wickenden (See Automobile Accessories & Pease L F 00 152 S Water Croce Angelo 821 Charles",
1,I-oans-Purnlture,
1,Rpoting Iron-Galvanlzed & Conny ated,
1,Cornice Manufacturers,
1,FUMIGATING,
1,STRAIGHTENERS,
1, VOCATIONAL SERVICE,
1,Painters-Slu,
1,"China, Crockery, Glassware & E arthenware-Retail ",
1,Televislon and Radios,
1,Exterminators-Bng & Vermi,
1,Bulldlng & Loan Associations,
1,00rda-ge & Twine,
1,ffLumber Treated,
1,REAL ESTATE -COMMERC - IAL,
1,Engine Turners-Jewelrv,
1,Weldinq Fittings,
1,"PLATE, WIRE SHEET and TUBING",
1,"Badges-Plastic, Celluloid and Metal",
1,CHILDREN'S APPAREL,
1,Clothing Mfrs-Men's & Bovs',
1,Sporting Goads-W'holvesale,
1,StJohns Commandery 127 Dorrance,
1,"Lime, Brick, Cement, Sand Sewer Pipe, Plaster. Etc ",
1,Savings Accounts-Christmas Club,
1,0rnamenta.l Iron,
1,I'ilte1rs--Air- Dust Stow,
1,1kr'uneral Service,
1,1Luggage-l-'ietail,
1,. Galvanizing,
1,MARINAS,
1,Business Counselors,
1,ADVERTISING REPRESENTATIVES - -NEWSPAPER AND MAGAZINE,
1,PAlNT-F1RE RETARDAN'I',
1,LUNCHES-PRE PARED and SUP- PLIED,
1,TRUST ACCOUNTS,
1,Givil Engineers ,
1,APRONS JACKETS ETC- MANUFACTURERS,
1,Painters and Decorators' Supplies,
1,CONTRAC TORS-CUT STONE,
1,Sfeeds-Rfetail,
1,Gut Stone Contractors,
1,Spray Painting,
1,Electrlc Motor Repairs,
1,Prlnters-0Hset,
1,Schaols-Evening,
1,Unlt Heaters & Convectors,
1,"Refiners-Gold, Silver & Platinum",
1,l,
1,Decorations-Ploral,
1,l'PAINTERS and DECORATORS,
1,Water W orks Systems,
1,WOOLEN GOODS- MANUFACTURERS,
1,Cement Colors,
1,VARNISH MFRS,
1,Bujlding Contractors,
1,Saie Dealers and Experts,
1,Baby Sitters,
1,CLOTHES DRYERS-ELECTRIC,
1,PAR TS-MANUFAC TURERS,
1,CINDER BLOCKS ,
1,Clothing-Boys'-Retall,
1,WULLEYS,
1,Dryer Felts,
1,Heatinq & Plumbing,
1, Glocks-D ealecrs-Wholesale,
1,RAYON FABRICS-MFRS,
1,Fluorescent Lights,
1,LOANS-SINGLE SIGNATURE,
1,TOYS AND GAMES-IMPORTERS AND WHOL,
1,Bullders' Finish,
1,Insnrance Investigations,
1,RADIOS AND TELEVISION,
1,Burglar & Fire Alarm Notifica- tlo,
1,OPHTHALMOLOGISTS,
1,Nlckel Platers  Nickel Silver Mfrs,
1,REAL ESTATE-INDUSTRIAL PROPE RTIES,
1,Boiler Compounds-Mirs,
1,Auto Wreckers,
1,CHARCOAL ,
1,Dress Manuiacturers  Dress Plaitlng & Tucking,
1,Contractors-Loading & Dis charging,
1,CLEANING COMPOUNDS MFRS,
1,SAVINGS ACCOUNTS-CHRISTMAS CLUB,
1,Radio Sets and Supplies- Retail,
1,CEMETERY OFFICE,
1,Adverrtising--Radio Broad- casting,
1,"CHINA, CROCKERY, GLASSWARE and EARTHENWARE-RETAIL",
1,& LOAN ASSOCIATION OF PROVIDENCE LOCATION,
1,Steel Sheets-Steel & Steel Products,
1,1WBlanket & Curtain Cleansers,
1,laASH DOORS and ASH DUMPS,
1,LR UDATORS,
1,DRY GOODS l-COMMISSION AND JOBBERS,
1,"Varnish, Paint & Oil Dealers- Retail",
1,Home Piunisheris,
1,Metal Gararges-Mirs,
1,Ornamental Iro,
1,Steel-Cold Drawn Steel & Steel Products,
1,Pasteuers-Mtrs,
1,carpets & Rugs  Gases-Wood,
1,CONTRACTORS--BUILDING- SUPPLIES and EQUIPME NT,
1,Aszh Hoists,
1,Die Milling Machines,
1,CORDAGE and TWINE-WHOLE,
1,Tube Mfrs-Metal,
1,FURNITURE-RESTAURANT,
1,NEWS SERVICE-RADIO,
1,Valuables Transpo-rted,
1,CASH REGISTEIE AND ACCOUNTING MACHINES- DEALERS AND REPAIRING,
1, PAINTERS,
1,Ester Gfums,
1,IkUNDERTAKE RS,
1,Sea1s-Notary & Corporatio,
1,V'ENETIAN BLIND CLEANERS AND RE PAIRE RS,
1,x\n\nCarbonic Gas Mfrs,
1,PLA INF I ELD ST MAYNARD'S BARBER SHOP 15 VEVBOSSET ST,
1,. Beth Israel Ansche Austria 51,
1,WAREHOUSE EQUIPMENT,
1,CHILDRENB and INFANTF CLOTHING-RETAIL,
1,Die Milling, Machines
1,Casket Mfrs-Bnrlal,
1,Pasteners-Mirs,
1,PUBLIC UTILITY , COMPANIES
1,TYPE WRITERS,
1,Bicycles Dealers-Wholesale,
1,SHIP AGENTS ,
1,CHILDR EWS-INFANTS' WEAR- RETAIL,
1,l N Drllled Wells,
1,Fire Cement & Clay,
1,casting Plaster,
1,Tinsmjths  Tinware Mfrs,
1,OLD GOLD,
1,"CLOTHING-WOMEN'S AND MISSES'-WHOLESALE ,",
1,l'tCONTR.ACTORS -PAINTING,
1,Ph-oto-0ffset,
1,Emblems-Religlous & Pra- temal,
1,MAR1NE BA'I'I' ERIES,
1,DUPLICATING MACHINES- MULTILITH OFFSET DUPLICA- TORS,
1,DRY ICE- MANUFACTURERS,
1,Razors-Electric,
1,Beer & Ale-Wholesale and Re- tall,
1,TOPPER-SHEETS-ROLIS and STRIP,
1,lINSURANCE-LIABILI\'I\'Y,
1,AUTOMOBILE SEAT COVER MANUFACTURERS,
1,Hafrn&ss Dealers,
1,Ploor Polishing & Waxing,
1,Contractors-Painters,
1,HOME CARE PRODUCTS,
1,FISHING TACKLE- WHOLESALE,
1,Surgical Supplies,
1,contractors-Chimney- Industrial,
1,Lighting fixtures,
1,MANUFACTURERS-DROP AND UPSET FORGINGS,
1,Money to Loa,
1,1 'Annuitios,
1,Gran1te Dealers,
1,Galvanized Metal Flower Vases,
1,Pelt Dealus,
1,Gold Platers ,
1,EXCAVATING CONTRAC'IORS ',
1,Fence Wire,
1,ELEVATOR AND HCALATOR MFRS,
1,Drain & Sewer Pipe  Drainage Contractors,
1,Steei Doors & Bucks,
1,Englneers-Electrical,
1,Greeley,
1,0iilce Furniture,
1,1\n\nPur Dealers-Retall,
1,"Cement Building Blocks  Cement, Cement Paint & Cement Pipe",
1,Contractors' Equipment For Rent,
1,LEAD BURNING AND WELDING,
1,-'-'Pood Products-Prepared,
1,lEMBOSSED LABELS,
1,Ble-ctrica1 Wiring Devices -fors,
1,Store Pronts',
1,FOREIGN BANKING,
1,CORDAGE and TWINE- MANUFACTURERS,
1,Kitchens-Geneva and Deluxe Wood Units,
1,ELECTRIC MOTORS AND GENERATORS-. MANUFACTURERS,
1,FEDERAL SAVINGS AND LOAN ASSOCIATKNS,
1,NICKEL SILVER MANUFACTURERS,
1,Nurserymen ,
1,Dre5smakers' Supplies,
1,Water Supply Systems,
1,Radiator Covers,
1,Dr'yer Felts,
1,WSURANCE-GENERAL,
1,aSteam Boiler Insurance,
1,HEA LTH CLUBS,
1,DYE MANUFAC TURE RS,
1,Lighterlng,
1,Gleansecrs & Dyers,
1,Loans-Purniture & House- hold Goods ',
1,ORGANIZATIONS- YOUNG PEOPLES,
1,00ntractors-Industrlal,
1,WORSTED and MERINO GOODS- MANUFACTURERS,
1,Investment Advisors,
1,FI.DWER DESIGN,
1,WELDERSAND\n\nONTD,
1,Ash Doors and Ash Dumns,
1,i'fElectric Lighting Fixtures,
1,Bulbs-Plowe1,
1,Tanking Boxes-Woode,
1,MOTORCYCLES,
1,l' BUS SE RVICE,
1,00ntractors' Tools,
1,Twila Mhs-Book Cloths,
1,STATIONERS-WHO LESALE,
1,Investigxations-Prlvate Detec- tive,
1,flmmstrial Painting,
1,PUBLIC RELATIONS ADVERTISING,
1,PLUMBING FIXTURES AND SUPPLIES-MFRS AND DISTRIBUTORS,
1,PLUMBING SUPPLIES MFRS,
1,"Tapes, Bindings and N arrow Pabrics-Mfg",
1,"1i'Artists' Brushes, Paints & Smacks",
1,GARDEN and LAWN IMPLEMENTS- DEALERS,
1,"CHINA, CROCKERY, GLASSWARE and EARTHE NWARE-WHOLE- SALE",
1,7nd SUPPLIES,
1,0FFSET PRINTERS,
1,cruisos & Tours,
1,TDIE RECORDERS- DEALERS,
1,Garaues-Steel,
1, FURNITURE MANUFACTURERS- WROUG HT IRON,
1,WATER HEATERS-GAS,
1,ELECTRIC LIGHT and POWER. COMPANIES,
1,Ploor Surfacing Contractor,
1,HOT DIPPED GALVANIZING,
1,Watchmalnecrs' Materials,
1,APPLIANCES,
1,Diaper Supply Service,
1,Lighting Pixtures-Cold Cathode,
1,v Zipper Repairers,
1,FRATERNITY AND SORORITY HOUSH,
1,Bnildlmg Maintenance Special- ties,
1,Guide) TRUCKS -LEASING,
1,COUNCIL DEVEIDPMENTS,
1,Paper Dealers-Printing,
1,SOUND SYSTEMS- RENTALS,
1,Medicines,
1,FOUNDRIES-BRASS,
1,ELECTRIC LIGHT and POWER COMPANIES,
1,\'1\'ool Steel,
1,cleansers,
1,Asbestos Roofers,
1,Ice Cream Cones Mfrs,
1,1'Headstones,
1,Blankets & Lanpings,
1,Pictures & Engravings-Dealerrs,
1,GLASS PRODUCTS,
1,Mineral Wool,
1,Puneral chapels,
1,Insulation-Altol,
1,Clothing Mfrs-Woman's & Misses',
1,Jewelry Findings,
1,Cofiee Roasters-Wholesale,
1,SEALING COMPOUNDS,
1,Industrial Hardware,
1,D-ecalomanla,
1,1nsu1ated Wire Machinery,
1,ADJUSTERS,
1,Dressmakers' Supplies,
1,Gold Jewelry,
1,Laundries-Power,
1,Automobile Pinancinu,
1,Concreters and Roofers,
1,MARKEI'S-PUBLIC,
1,CONTRAC TORS-INSULATING,
1,Lolans-Aceounts Receivable,
1,WOMEN S APPAREL,
1,Pretabric.ated Piping,
1,INSURANCE-AUTOMOBILE,
1,COMB MANUFAC TURERS,
1,Stamp Mtrs-Steel & Copper,
1,Englneers & Contractors,
1,ELEACHERS-FABRICS,
1,DOORS-FOLDING,
1,Cleaners,
1,"Machinists' Supplies and ,Tools",
1,\'QUARRIES-STONE,
1,FILING CABINETS and SUPPLIES,
1,C ESSPOOLS,
1,IMEDICAL EQUIPME NT- LEASING,
1,0Hice Fitters,
1,Husurance-Liabillty,
1,GAS RANGES,
1,Women's & Misses' Coats & Dresses,
1,WASTE REDUCTION AND DISPOSAL,
1,Men's Purnlshlngs-l'ull Dress,
1,JEWELRY MANUFACTURERS METAL SPE CIALTIES,
1,Windows-All Aluminum Combination Storm Windows Screens,
1,TUBE AND TUBING-MFRS AND DISTRIBUTORS,
1,RADIw and TELEVISION,
1,Steel & Steel Products,
1,Emblem1s-I'raternal,
1,fireplace Furnishings,
1,Automobile Service Stations,
1,LEATHER AND FINDINGS,
1,REPAIR LOANS,
1,ABRASIVI'B-MFRS,
1,Preezers-Home Freezers,
1,A Exterminating,
1,"2Books, Newspapers and Periodicals",
1,ADVERTISDIG -RADIO BROAD- CASTING,
1,Calendars,
1,E LECTRICAL DIS TRIBUTORS,
1,HOSPITAL BEDS- SOLD AND RENTED,
1,BOND DEALERS,
1,Saie1 Dealers and Experts,
1,-'Real Estate Investments,
1,Tuols-contractors & Electric,
1,HOSPITALIZAT ION PLAN,
1,NURSERY INC,
1,I'ur Cleaning and Storage,
1,Ra-dio AdVertising,
1,IIND USTRIAL OIL BURNERS,
1,Stamps and Stencils-Rubber,
1,Screw Driver Mirs,
1,I'aller Screw Mfrs,
1,Ice-Mtrs & Retail,
1,Bakers' Supplies & Eqilipment,
1,Metal Findings and Small Stampings-Mirs,
1,Safety Tanks-Prlor,
1,1kPhotographic Equipment and Supplies,
1,Co-nti-actors-Trailer Service,
1,1f'Re'al Estate & Insurance,
1,Slate Dealers  Slate & Gravel Roofers,
1,Auctloneers-Real Estate,
1,ABRASIVE & CUTTING SPECIALISTS,
1,Clothes Dryers-Electric,
1,CLOTHING MFRS-MEN'S AND BOYS',
1,CLUBS-AUTOMOBILE,
1,7 'Insnlatlon-Piberglas,
1,1ffStructural Steel & Iro,
1,ELECTRICAL EQUIPMENT AND SUPPLIES- WHOLESALE,
1,Paints & Golors-Artists',
1,Soda & Mineral Water Mfrs  Solder & Soldering Pluxes-Mirs,
1,"Packing-Steam, Etc",
1,Jewelry Tau Mfrs,
1,Men's Pumishlngs-I'ull Dress,
1,Gontractors-10efment & Con- crate,
1,Bulbs-Plower,
1,Hat Dealers-Wholesale,
1,Sample Trunks,
1,CHAMBERS OF COMMERCE GREATER PROVIDENCE CHAMBER OF,
1,Org anizations-Historical,
1,Bicycles,
1, Loans-Real Estate,
1,"Dr'a1n & Sewer Pipe  Dra,wing Materials",
1,Dairy Praducts,
1,Liie Insurance Annuities,
1,0il Burners and Oil Burning Equipment,
1,HOUSE FURNISHING GOODS WHOL,
1,Linoleum & Tile Inlaid,
1,Saie Dealers-Retail,
1,i-eather-Caliskins,
1,Screw Mirs-Phillins Recessed Head,
1,HAND BAG MANUFACTURERS,
1,"NEWS DEALERS- , WHOLESALE",
1,CONSTRUCTION EQUIPMENT- GREGORY J J & SON,
1,RANGES- ELE CTRIC,
1,Contractors--Wrecking,
1,Television and Radios-Zmith -Parts--Wholesale,
1,INSURANCE-IN1AND MARINE,
1,Photo Engravers  Photo Engraving,
1,Plumbers1 Supplies,
1,MAIL ADVERTISING,
1,GROCERS-RETAIL,
1,Trucks-Tractors & Semi- Trailers-Used,
1,LOCKERS-RENTAI. A,
1,Watch Case Mfrs.,
1, ADVE RTISING -RADIO,
1,FRANCHISING,
1,WIN E MAKERS EQUIPMENT AND SUPPLIES,
1,Radlo Service,
1,Accauntants-Certified Public,
1,Electric Ironetrs,
1,"Mfrs ,",
1,Refrigerators,
1,Renorts-Mercantlle,
1,MECHANICAL CONTRACTORS,
1,Tractors-Mtrs,
1,TOOLS-RENTA'LS,
1,"CHINA, CROCKERY, GLABSWARE and EARTHENWARE",
1,B atteries-Storage,
1,Class Pins 8, Rings
1,NOTIONS and FANCY GOODS- RETAIL,
1,JEWE LRY-RETAIL,
1,CLEANING SUPPLIES,
1,Dyers & Cleaners  . Dyers-Textile .& Leather,
1,"Saw P'ilers, Setters &  Repairers",
1,PHOT0- OFFSET,
1,WHEEL CHAIRS-SOLD AND RENTED,
1,Assayers & Chemists,
1,00ntractors-Industrial Paint,
1,Extract & Essence Mirs  Eye Examinations,
1,00ntractors-Roofing,
1,Upholstered Furniture Mfrs,
1,i'Testinu Equipment Mfrs,
1, Banks-co-operatlve,
1,Textile Mirs-Thread,
1,MORTGAGE LOANS,
1,"msmns-Gom, smvxn and PLATINUM",
1,RADIO SETS and SUPPLIES- RETAIL,
1,Chair Ganing & Reseating,
1,Poundatlons,
1,Roofing,
1,Ofnce' Furniture,
1,Insurance Companies-fire,
1,1Electric Motors-Repairers,
1,INDUSTRIAL RELATIONS CONSULTANTS,
1,Residential Painter5,
1,Shipping Supplies,
1,"Doors, SaSh and Trim ",
1,Shipping Gases-Wooden,
1,-'-'Neon Signs,
1,Mimeoart-A'dvertising,
1,Investment Bankers,
1,Cau1king Compounds & Guns,
1,I\'EI..ECT10I.ICAL APPLIANCES- WHOLESALE,
1,AUTOMOBILE PARTS-WHOLE- SALE and JOBBERS,
1,01eanserspBlankets & Cur- talus,
1,India Rubber Goods  Industrial Auctioneers,
1,Insurance-Publlc Liability,
1,Teachers  Telegraph Companies,
1,RANGES-ELECTRIC,
1,tLUBRICATING OILS,
1,LOAN S,
1,BOAT BATTERIES,
1,Check Writers-All Makes,
1,FLAVORING EXTRACTS-MANU- FAC TURERS,
1,Time Recorders-MIIS,
1,PUBLICITY COUNSEL AND SERVICE,
1,Batterl&s & Service,
1,SAVINGS,
1,Loans-P'arm,
1,McIlvaine Balanced Heat,
1,SMS-WHOIESALE AND JOBBERS,
1,f'Glass Dealers-Retall,
1,Lacw & Embmideriw-Mfrs,
1,HEATING AND AIR CONDITIONING,
1,ADVER TISING RE PRE NTATIVE S- NEWSPAPER and MAGAZINE,
1,CLOTHING MFRS-WOMEN'S AND MISSES',
1,-Steam & Hot Water Heating Apparatus ,
1,LOOM REEDS,
1,Rubber Goods-Retail & W'hole- sale,
1,Seeds-Plower,
1,Shlpping Tag Mfrs,
1,Bottlerrs-W'ines-Wholesale,
1,Manuiactnring Chemists,
1,Butchers' Supplies & Tools,
1,Plagstone & Slate for Walks,
1,HEATING AND VENTILATING- CONTRACTORS,
1,Com1crete-Ready Mixed,
1,PLATERS' SUPPLIES AND EQUIPMENT,
1,FUNERAL DECORATIONS- FLORAL,
1,Printrers-catalog,
1,Grinding Wh'eels-Mfrs ,
1,Pet Shops,
1,I\'CLOTIIES DRYERS-GAS,
1, FORE IGN FRE IGHT FORWARDERS,
1,Warehouses-Eouse.hold Goods,
1, FUMIGA TING,
1,Poldlng Box Mfrs,
1,9General Metals,
1,"Burglar and Fire Alarm Notification. Watchman,s Su- pervi-sory Service",
1,Collateral Loans,
1,HOUSE HO LD EQUI PMEN T,
1,Refrigeratlon-Air Conditioned,
1,Synthetlc Resins,
1, MILLINERY,
1,MFRS,
1,.'Seals-Notary & Corporation,
1,Llnens-Retail  Linotype & Monotype Com- positio,
1,Cutlery Dealers-Re-tail,
1,Utilities-Public,
1,N umismatists,
1,Pipw & Smokers1 Articles- Dealers,
1,CONTRACTORS-PIPE LINE,
1,LABORATORY APPARATUS AND,
1,TIME RECORDERS-DEALE RS,
1,f'Barreled Sunlight,
1,Oils-Edlbleh-Mirs,
1,FRUIT BUYERS PACKERS AND SHIPPERS,
1,Gemologlsts ,
1,Optieal Display Cases,
1,"PEOPLES SAVINGS BANK IN PROVIDENCE, WESTMINSTER TO THE",
1,0ffice Stationery & Supplies,
1,Machlnery Movers,
1,STENOTYPE AND SHORTHAND REPORTERS,
1,Insurance--Windstorm,
1,VENETIAN BLIND CLEANERS and REPAIRERB,
1,INSURANCE -BONDS,
1,Stables  Stained Glass,
1,Exttact Specialists,
1,GARAGES-STEEL,
1,- Westminster tel UNion 0133-F0r Automobiles-Passenger Cars DExter 4903-F0r further informa-\nfurther information see page 9 BuY- WESTMINSTER MOTORS Inc 618 tion see page 116 Buyers1 Guide and,
1,Refiners & Smelters ,
1,Gontractors-Plumbing and Heating,
1,ADOPTION AGENC,
1,Commercial Air Conditioning,
1,Printers-0ttset,
1,Heatinn and Plumbing Supplies,
1,WOMEN'S and MISSES' COATS and DRESSES,
1,ORTHOPEDIC APPLIANCFB,
1,"Sims Camp No 10, Benefit cor Meeting .",
1,\'WATCHMAN SERVICE,
1,TEMPERATURE CONTROL SYS- TEMS,
1,Emblems-Religious and Fraternal,
1,Insnrance-War & Bombard- ment,
1,Electric Supplies,
1,Noveltv jewelry Mfrs,
1,I'REAL ESTATE-COMMERCIAL,
1,Heat Regulators-Temperature & Pressure,
1,Textile Machine Parts-Mfrs,
1,MATE PLANNING,
1,Gonstruction Loans,
1,"Carpets, Bugs and Floor Coverings-Wholesale",
1, DE CORATORS-INTE RIOR,
1,Johbing-Garpenter & Maso,
1,0asket Mfrs-Burial  Cast Stone Mfrs,
1,FOOD PROCESSORS,
1,Clam Diggers,
1,MODEL MAKERS SUPPLIES,
1,CLEANING COMPOUNDS- MANUFACTURERS,
1,Granite Dealers,
1,CLERGYMEN- ,
1,Repairing-Pountaln Pens,
1,I'i1r Dealers-Retail,
1,C LOTHING-WOMENG- WHOLESALE,
1,Clothing Dealers-Men's & Boys' -WHOLESALE& J obbers,
1,E LECTRICAL APPLIANCES- WHOLE SALE,
1,Kltchen Furnishings ,
1,DISHWASHING MACHINES- SALES AND SERVICE,
1,MUSI CAL INSTRUMENT MANU- FACTURERS ,
1,Television-Retail,
1,Contractors-Tile,
1,PIPE LINE COMPANIB,
1,CONVEYING SYSTEMS,
